year,state,actualminimumwage2020dollars,cpiaverage,stateid,Percent.Unemployment.Rate,PercentLaborForceParticipation
1994,Alabama,7.4200001,148.2,1,6.2,63
1994,Alaska,8.29,148.2,2,7.6,73.5
1994,Arizona,7.4200001,148.2,3,6.2,65.5
1994,Arkansas,7.4200001,148.2,4,5.4,64
1994,California,7.4200001,148.2,5,8.7,65.8
1994,Colorado,7.4200001,148.2,6,4.1,72.6
1994,Connecticut,7.4499998,148.2,7,5.5,69
1994,Delaware,7.4200001,148.2,8,4.7,70.5
1994,District of Columbia,7.4200001,148.2,9,7.9,66.7
1994,Florida,7.4200001,148.2,10,6.5,62.4
1994,Georgia,7.4200001,148.2,11,5.1,67.6
1994,Hawaii,9.1599998,148.2,12,5.2,67.8
1994,Idaho,7.4200001,148.2,13,5.5,70.7
1994,Illinois,7.4200001,148.2,14,5.8,68
1994,Indiana,7.4200001,148.2,15,4.7,69.6
1994,Iowa,8.1199999,148.2,16,3.6,72.9
1994,Kansas,7.4200001,148.2,17,4.8,70.9
1994,Kentucky,7.4200001,148.2,18,5.4,62.5
1994,Louisiana,7.4200001,148.2,19,7.7,61.6
1994,Maine,7.4200001,148.2,20,6.6,65.9
1994,Maryland,7.4200001,148.2,21,5.2,70.9
1994,Massachusetts,7.4200001,148.2,22,6.2,67.8
1994,Michigan,7.4200001,148.2,23,6.1,66.4
1994,Minnesota,7.4200001,148.2,24,4,75
1994,Mississippi,7.4200001,148.2,25,6.3,62.9
1994,Missouri,7.4200001,148.2,26,5.2,68.4
1994,Montana,7.4200001,148.2,27,5.5,68.1
1994,Nebraska,7.4200001,148.2,28,2.6,72.9
1994,Nevada,7.4200001,148.2,29,6.2,70.1
1994,New Hampshire,7.4200001,148.2,30,4.5,72.2
1994,New Jersey,8.8100004,148.2,31,6.8,66
1994,New Mexico,7.4200001,148.2,32,6.5,63.6
1994,New York,7.4200001,148.2,33,6.9,61.3
1994,North Carolina,7.4200001,148.2,34,4.4,67.1
1994,North Dakota,7.4200001,148.2,35,3.7,71.3
1994,Ohio,7.4200001,148.2,36,5.7,66
1994,Oklahoma,7.4200001,148.2,37,5.3,63.8
1994,Oregon,8.29,148.2,38,5.3,68.5
1994,Pennsylvania,7.4200001,148.2,39,6.3,63
1994,Rhode Island,7.77,148.2,40,6.6,65.8
1994,South Carolina,7.4200001,148.2,41,6.2,66.4
1994,South Dakota,7.4200001,148.2,42,3.3,71.2
1994,Tennessee,7.4200001,148.2,43,4.8,66.4
1994,Texas,7.4200001,148.2,44,6.6,69.3
1994,Utah,7.4200001,148.2,45,3.7,73.3
1994,Vermont,7.4200001,148.2,46,4.4,71.3
1994,Virginia,7.4200001,148.2,47,4.8,69.4
1994,Washington,7.4200001,148.2,48,6.3,67.9
1994,West Virginia,7.4200001,148.2,49,8.8,55
1994,Wisconsin,7.4200001,148.2,50,4.2,73.1
1994,Wyoming,7.4200001,148.2,51,4.9,70.8
1995,Alabama,7.21,152.39999,1,5.8,63.5
1995,Alaska,8.0600004,152.39999,2,7.3,72.8
1995,Arizona,7.21,152.39999,3,5.3,66.8
1995,Arkansas,7.21,152.39999,4,4.9,63.9
1995,California,7.21,152.39999,5,7.9,65.6
1995,Colorado,7.21,152.39999,6,4,73.5
1995,Connecticut,7.25,152.39999,7,5.3,68.2
1995,Delaware,7.21,152.39999,8,4.3,69.5
1995,District of Columbia,7.21,152.39999,9,8.6,65.7
1995,Florida,7.21,152.39999,10,5.6,62.1
1995,Georgia,7.21,152.39999,11,4.7,67.6
1995,Hawaii,8.9099998,152.39999,12,5.5,67.5
1995,Idaho,7.21,152.39999,13,5.5,70.3
1995,Illinois,7.21,152.39999,14,5.2,68.3
1995,Indiana,7.21,152.39999,15,4.4,70.5
1995,Iowa,7.8899999,152.39999,16,3.5,73
1995,Kansas,7.21,152.39999,17,4.4,70.5
1995,Kentucky,7.21,152.39999,18,5.4,62.8
1995,Louisiana,7.21,152.39999,19,6.9,61.5
1995,Maine,7.21,152.39999,20,5.9,66.9
1995,Maryland,7.21,152.39999,21,5,71
1995,Massachusetts,7.21,152.39999,22,5.5,67.5
1995,Michigan,7.21,152.39999,23,5.3,66.3
1995,Minnesota,7.21,152.39999,24,3.7,75.3
1995,Mississippi,7.21,152.39999,25,6.2,62.7
1995,Missouri,7.21,152.39999,26,4.8,70.1
1995,Montana,7.21,152.39999,27,5.7,67.5
1995,Nebraska,7.21,152.39999,28,2.6,73.3
1995,Nevada,7.21,152.39999,29,5.6,69.4
1995,New Hampshire,7.21,152.39999,30,3.8,71.9
1995,New Jersey,8.5699997,152.39999,31,6.4,66.4
1995,New Mexico,7.21,152.39999,32,6.7,63.5
1995,New York,7.21,152.39999,33,6.3,61.1
1995,North Carolina,7.21,152.39999,34,4.4,67
1995,North Dakota,7.21,152.39999,35,3.3,71.4
1995,Ohio,7.21,152.39999,36,4.9,66.1
1995,Oklahoma,7.21,152.39999,37,4.5,63.6
1995,Oregon,8.0600004,152.39999,38,4.8,67.9
1995,Pennsylvania,7.21,152.39999,39,5.9,62.9
1995,Rhode Island,7.5500002,152.39999,40,6.3,65.3
1995,South Carolina,7.21,152.39999,41,5.1,66.2
1995,South Dakota,7.21,152.39999,42,3.2,71.5
1995,Tennessee,7.21,152.39999,43,5.2,66.8
1995,Texas,7.21,152.39999,44,6.1,69.3
1995,Utah,7.21,152.39999,45,3.4,72.4
1995,Vermont,7.21,152.39999,46,4.2,71.4
1995,Virginia,7.21,152.39999,47,4.5,69.2
1995,Washington,7.21,152.39999,48,6.2,68.1
1995,West Virginia,7.21,152.39999,49,8,54.8
1995,Wisconsin,7.21,152.39999,50,3.7,73.5
1995,Wyoming,7.21,152.39999,51,4.8,70.6
1996,Alabama,7.0100002,156.89999,1,5.2,63.7
1996,Alaska,7.8299999,156.89999,2,7.4,73.4
1996,Arizona,7.0100002,156.89999,3,5.5,66
1996,Arkansas,7.0100002,156.89999,4,5.2,63.8
1996,California,7.0100002,156.89999,5,7.4,65.7
1996,Colorado,7.0100002,156.89999,6,4.2,72.7
1996,Connecticut,7.04,156.89999,7,5.2,68.4
1996,Delaware,7.6700001,156.89999,8,5,68.8
1996,District of Columbia,8.6499996,156.89999,9,8.4,64.1
1996,Florida,7.0100002,156.89999,10,5.3,62
1996,Georgia,7.0100002,156.89999,11,4.6,68.1
1996,Hawaii,8.6499996,156.89999,12,5.9,67.8
1996,Idaho,7.0100002,156.89999,13,5.4,70.2
1996,Illinois,7.0100002,156.89999,14,5.3,68.6
1996,Indiana,7.0100002,156.89999,15,4,69.2
1996,Iowa,7.6700001,156.89999,16,3.6,73.4
1996,Kansas,7.0100002,156.89999,17,4.3,70.5
1996,Kentucky,7.0100002,156.89999,18,5.4,62.7
1996,Louisiana,7.0100002,156.89999,19,6.5,61.8
1996,Maine,7.0100002,156.89999,20,5.3,68
1996,Maryland,7.0100002,156.89999,21,4.9,71.2
1996,Massachusetts,7.8299999,156.89999,22,4.6,67.7
1996,Michigan,7.0100002,156.89999,23,4.9,66.5
1996,Minnesota,7.0100002,156.89999,24,3.8,75.2
1996,Mississippi,7.0100002,156.89999,25,6,62.4
1996,Missouri,7.0100002,156.89999,26,4.7,70.7
1996,Montana,7.0100002,156.89999,27,5.6,67.2
1996,Nebraska,7.0100002,156.89999,28,2.7,73.4
1996,Nevada,7.0100002,156.89999,29,5.1,69.5
1996,New Hampshire,7.0100002,156.89999,30,3.7,71.1
1996,New Jersey,8.3299999,156.89999,31,6.1,67
1996,New Mexico,7.0100002,156.89999,32,7.5,63.4
1996,New York,7.0100002,156.89999,33,6.3,61.8
1996,North Carolina,7.0100002,156.89999,34,4.3,67.9
1996,North Dakota,7.0100002,156.89999,35,3.1,71.8
1996,Ohio,7.0100002,156.89999,36,5,66.4
1996,Oklahoma,7.0100002,156.89999,37,4,63.9
1996,Oregon,7.8299999,156.89999,38,5.6,68.5
1996,Pennsylvania,7.0100002,156.89999,39,5.5,63.6
1996,Rhode Island,7.3400002,156.89999,40,5.2,65.7
1996,South Carolina,7.0100002,156.89999,41,5.7,66.2
1996,South Dakota,7.0100002,156.89999,42,3.3,71.6
1996,Tennessee,7.0100002,156.89999,43,5.2,66.6
1996,Texas,7.0100002,156.89999,44,5.8,69.1
1996,Utah,7.0100002,156.89999,45,3.4,71.7
1996,Vermont,7.8299999,156.89999,46,4.3,71.8
1996,Virginia,7.0100002,156.89999,47,4.3,68.1
1996,Washington,8.0799999,156.89999,48,5.9,69
1996,West Virginia,7.0100002,156.89999,49,7.7,55
1996,Wisconsin,7.0100002,156.89999,50,3.6,73.9
1996,Wyoming,7.0100002,156.89999,51,5,70.3
1997,Alabama,7.6599998,160.5,1,4.9,64.4
1997,Alaska,8.46,160.5,2,6.9,73.7
1997,Arizona,7.6599998,160.5,3,4.6,64.3
1997,Arkansas,7.6599998,160.5,4,5.1,63.2
1997,California,7.6599998,160.5,5,6.4,66.3
1997,Colorado,7.6599998,160.5,6,3.4,72.8
1997,Connecticut,7.6900001,160.5,7,4.7,68.4
1997,Delaware,8.0600004,160.5,8,4,68
1997,District of Columbia,9.2700005,160.5,9,8.1,63.8
1997,Florida,7.6599998,160.5,10,4.9,62.5
1997,Georgia,7.6599998,160.5,11,4.5,68.9
1997,Hawaii,8.46,160.5,12,5.9,67.7
1997,Idaho,7.6599998,160.5,13,5.2,70.4
1997,Illinois,7.6599998,160.5,14,4.8,68.7
1997,Indiana,7.6599998,160.5,15,3.4,69.1
1997,Iowa,7.6599998,160.5,16,3.1,72.6
1997,Kansas,7.6599998,160.5,17,3.8,70.6
1997,Kentucky,7.6599998,160.5,18,5.2,63.6
1997,Louisiana,7.6599998,160.5,19,5.9,61.9
1997,Maine,7.6599998,160.5,20,5.2,67.8
1997,Maryland,7.6599998,160.5,21,4.8,71.3
1997,Massachusetts,8.46,160.5,22,4.1,68.6
1997,Michigan,7.6599998,160.5,23,4.3,67.1
1997,Minnesota,7.6599998,160.5,24,3.2,75
1997,Mississippi,7.6599998,160.5,25,5.7,62.2
1997,Missouri,7.6599998,160.5,26,4.4,70.9
1997,Montana,7.6599998,160.5,27,5.5,67.3
1997,Nebraska,7.6599998,160.5,28,2.4,73.1
1997,Nevada,7.6599998,160.5,29,4.4,69.9
1997,New Hampshire,7.6599998,160.5,30,3.4,71.9
1997,New Jersey,8.1400003,160.5,31,5.3,67.4
1997,New Mexico,7.6599998,160.5,32,6.4,63.2
1997,New York,7.6599998,160.5,33,6.4,63.2
1997,North Carolina,7.6599998,160.5,34,3.8,68
1997,North Dakota,7.6599998,160.5,35,3,71.9
1997,Ohio,7.6599998,160.5,36,4.6,66.9
1997,Oklahoma,7.6599998,160.5,37,4,64.1
1997,Oregon,8.8599997,160.5,38,5.6,68.6
1997,Pennsylvania,7.6599998,160.5,39,5.1,64.3
1997,Rhode Island,8.3000002,160.5,40,5.3,66.9
1997,South Carolina,7.6599998,160.5,41,4.5,66.3
1997,South Dakota,7.6599998,160.5,42,2.9,71.8
1997,Tennessee,7.6599998,160.5,43,5.3,65.9
1997,Texas,7.6599998,160.5,44,5.4,69.1
1997,Utah,7.6599998,160.5,45,3.2,71.8
1997,Vermont,8.0600004,160.5,46,3.9,72
1997,Virginia,7.6599998,160.5,47,3.7,67.7
1997,Washington,7.9000001,160.5,48,4.9,69.5
1997,West Virginia,7.6599998,160.5,49,7,55.1
1997,Wisconsin,7.6599998,160.5,50,3.5,74.1
1997,Wyoming,7.6599998,160.5,51,4.8,70.1
1998,Alabama,8.1700001,163,1,4.5,64.1
1998,Alaska,8.9700003,163,2,6.3,73.9
1998,Arizona,8.1700001,163,3,4.3,64.9
1998,Arkansas,8.1700001,163,4,5.1,62.8
1998,California,8.1700001,163,5,5.9,66.6
1998,Colorado,8.1700001,163,6,3.6,74.1
1998,Connecticut,8.2200003,163,7,3.2,67.6
1998,Delaware,8.1700001,163,8,3.5,68.1
1998,District of Columbia,9.7600002,163,9,8.3,64.8
1998,Florida,8.1700001,163,10,4.5,62.6
1998,Georgia,8.1700001,163,11,4.2,69.2
1998,Hawaii,8.3299999,163,12,5.8,67.3
1998,Idaho,8.1700001,163,13,5.2,71
1998,Illinois,8.1700001,163,14,4.5,68.7
1998,Indiana,8.1700001,163,15,3,68.8
1998,Iowa,8.1700001,163,16,2.8,72
1998,Kansas,8.1700001,163,17,3.7,70.9
1998,Kentucky,8.1700001,163,18,4.5,63.4
1998,Louisiana,8.1700001,163,19,5.5,62.2
1998,Maine,8.1700001,163,20,4.5,67.2
1998,Maryland,8.1700001,163,21,4.2,70.5
1998,Massachusetts,8.3299999,163,22,3.4,68.6
1998,Michigan,8.1700001,163,23,4,67.5
1998,Minnesota,8.1700001,163,24,2.7,74.9
1998,Mississippi,8.1700001,163,25,5.2,61.7
1998,Missouri,8.1700001,163,26,4,70.7
1998,Montana,8.1700001,163,27,5.6,68.4
1998,Nebraska,8.1700001,163,28,2.5,73.2
1998,Nevada,8.1700001,163,29,4.2,69.2
1998,New Hampshire,8.1700001,163,30,2.8,71.9
1998,New Jersey,8.1700001,163,31,4.6,66.7
1998,New Mexico,8.1700001,163,32,6.2,63.4
1998,New York,8.1700001,163,33,5.6,63.1
1998,North Carolina,8.1700001,163,34,3.5,66.9
1998,North Dakota,8.1700001,163,35,3,71.4
1998,Ohio,8.1700001,163,36,4.4,66.7
1998,Oklahoma,8.1700001,163,37,4.1,64.5
1998,Oregon,9.5200005,163,38,5.6,68.9
1998,Pennsylvania,8.1700001,163,39,4.7,64.3
1998,Rhode Island,8.1700001,163,40,4.5,66.5
1998,South Carolina,8.1700001,163,41,3.6,65.9
1998,South Dakota,8.1700001,163,42,2.8,72.1
1998,Tennessee,8.1700001,163,43,4.4,65.8
1998,Texas,8.1700001,163,44,5,69.1
1998,Utah,8.1700001,163,45,3.6,72.4
1998,Vermont,8.3299999,163,46,3.5,72.2
1998,Virginia,8.1700001,163,47,2.8,67.7
1998,Washington,8.1700001,163,48,4.8,69.7
1998,West Virginia,8.1700001,163,49,6.7,55.5
1998,Wisconsin,8.1700001,163,50,3.3,73.9
1998,Wyoming,8.1700001,163,51,4.8,71
1999,Alabama,8,166.60001,1,4.7,64
1999,Alaska,8.7700005,166.60001,2,6.4,73.6
1999,Arizona,8,166.60001,3,4.5,65.9
1999,Arkansas,8,166.60001,4,4.5,62.7
1999,California,8,166.60001,5,5.3,66.6
1999,Colorado,8,166.60001,6,3,73.2
1999,Connecticut,8.04,166.60001,7,2.5,67.5
1999,Delaware,8,166.60001,8,3.3,67.9
1999,District of Columbia,9.5500002,166.60001,9,6.6,66.8
1999,Florida,8,166.60001,10,3.9,62.7
1999,Georgia,8,166.60001,11,3.8,69.1
1999,Hawaii,8.1499996,166.60001,12,5.2,67.1
1999,Idaho,8,166.60001,13,5,70.1
1999,Illinois,8,166.60001,14,4.4,69.5
1999,Indiana,8,166.60001,15,3,68.3
1999,Iowa,8,166.60001,16,2.7,71.7
1999,Kansas,8,166.60001,17,3.5,70.7
1999,Kentucky,8,166.60001,18,4.5,63.6
1999,Louisiana,8,166.60001,19,5,61.8
1999,Maine,8,166.60001,20,4,68
1999,Maryland,8,166.60001,21,3.5,70.1
1999,Massachusetts,8.1499996,166.60001,22,3.3,68.7
1999,Michigan,8,166.60001,23,3.7,68.3
1999,Minnesota,8,166.60001,24,2.7,74.7
1999,Mississippi,8,166.60001,25,5.1,61.6
1999,Missouri,8,166.60001,26,3.2,70.2
1999,Montana,8,166.60001,27,5.3,68.6
1999,Nebraska,8,166.60001,28,2.7,73
1999,Nevada,8,166.60001,29,4,69.7
1999,New Hampshire,8,166.60001,30,2.8,72.3
1999,New Jersey,8,166.60001,31,4.4,66.9
1999,New Mexico,8,166.60001,32,5.6,62.9
1999,New York,8,166.60001,33,5.2,63
1999,North Carolina,8,166.60001,34,3.3,67
1999,North Dakota,8,166.60001,35,3.1,70.6
1999,Ohio,8,166.60001,36,4.3,67
1999,Oklahoma,8,166.60001,37,3.5,64.6
1999,Oregon,9.3199997,166.60001,38,5.5,68.4
1999,Pennsylvania,8,166.60001,39,4.5,64.4
1999,Rhode Island,8,166.60001,40,4.2,67
1999,South Carolina,8,166.60001,41,4.1,65.5
1999,South Dakota,8,166.60001,42,2.7,72.5
1999,Tennessee,8,166.60001,43,4,65.9
1999,Texas,8,166.60001,44,4.7,68.8
1999,Utah,8,166.60001,45,3.5,72.3
1999,Vermont,8.1499996,166.60001,46,3.1,72
1999,Virginia,8,166.60001,47,2.7,67.9
1999,Washington,8,166.60001,48,4.8,69.5
1999,West Virginia,8,166.60001,49,6.5,55.8
1999,Wisconsin,8,166.60001,50,3.1,73.1
1999,Wyoming,8,166.60001,51,4.7,71.3
2000,Alabama,7.7399998,172.2,1,4.6,63.6
2000,Alaska,8.4899998,172.2,2,6.3,73.3
2000,Arizona,7.7399998,172.2,3,4,65.2
2000,Arkansas,7.7399998,172.2,4,4.2,62.2
2000,California,8.6400003,172.2,5,4.9,67.1
2000,Colorado,7.7399998,172.2,6,2.7,72.2
2000,Connecticut,9.2399998,172.2,7,2.1,67.8
2000,Delaware,8.4899998,172.2,8,3.6,69.2
2000,District of Columbia,9.2399998,172.2,9,5.7,67.7
2000,Florida,7.7399998,172.2,10,3.8,63.4
2000,Georgia,7.7399998,172.2,11,3.5,69
2000,Hawaii,7.8899999,172.2,12,4.3,67.2
2000,Idaho,7.7399998,172.2,13,4.7,69.5
2000,Illinois,7.7399998,172.2,14,4.4,69.5
2000,Indiana,7.7399998,172.2,15,3.1,67.9
2000,Iowa,7.7399998,172.2,16,2.7,71.4
2000,Kansas,7.7399998,172.2,17,3.8,70.1
2000,Kentucky,7.7399998,172.2,18,4.1,63.4
2000,Louisiana,7.7399998,172.2,19,5.2,61.6
2000,Maine,7.7399998,172.2,20,3.3,68.1
2000,Maryland,7.7399998,172.2,21,3.5,70.1
2000,Massachusetts,9.0100002,172.2,22,2.8,67.8
2000,Michigan,7.7399998,172.2,23,3.7,68.6
2000,Minnesota,7.7399998,172.2,24,3,75
2000,Mississippi,7.7399998,172.2,25,5.3,62.5
2000,Missouri,7.7399998,172.2,26,3.4,70.2
2000,Montana,7.7399998,172.2,27,4.8,68.4
2000,Nebraska,7.7399998,172.2,28,2.8,73.1
2000,Nevada,7.7399998,172.2,29,4.1,70.3
2000,New Hampshire,7.7399998,172.2,30,2.7,72.2
2000,New Jersey,7.7399998,172.2,31,3.7,66.6
2000,New Mexico,7.7399998,172.2,32,5,63.1
2000,New York,7.7399998,172.2,33,4.5,62.8
2000,North Carolina,7.7399998,172.2,34,3.8,67.5
2000,North Dakota,7.7399998,172.2,35,2.9,70.7
2000,Ohio,7.7399998,172.2,36,4.1,67.1
2000,Oklahoma,7.7399998,172.2,37,3,64.2
2000,Oregon,9.7600002,172.2,38,5.2,68.6
2000,Pennsylvania,7.7399998,172.2,39,4.2,64.4
2000,Rhode Island,8.4899998,172.2,40,4,66.8
2000,South Carolina,7.7399998,172.2,41,3.7,64.9
2000,South Dakota,7.7399998,172.2,42,2.5,72.8
2000,Tennessee,7.7399998,172.2,43,3.9,65.4
2000,Texas,7.7399998,172.2,44,4.4,68.4
2000,Utah,7.7399998,172.2,45,3.3,72.2
2000,Vermont,8.6400003,172.2,46,2.8,70.5
2000,Virginia,7.7399998,172.2,47,2.3,68
2000,Washington,9.7600002,172.2,48,5.1,69.1
2000,West Virginia,7.7399998,172.2,49,5.6,55.9
2000,Wisconsin,7.7399998,172.2,50,3.4,73.1
2000,Wyoming,7.7399998,172.2,51,3.8,71.3
2001,Alabama,7.52,177.10001,1,5.2,62.7
2001,Alaska,8.25,177.10001,2,6.3,72.6
2001,Arizona,7.52,177.10001,3,4.7,65.6
2001,Arkansas,7.52,177.10001,4,4.8,61.8
2001,California,9.1300001,177.10001,5,5.5,67
2001,Colorado,7.52,177.10001,6,3.8,71.6
2001,Connecticut,9.3500004,177.10001,7,2.9,67
2001,Delaware,8.9799995,177.10001,8,3.6,69.7
2001,District of Columbia,8.9799995,177.10001,9,6.5,67.5
2001,Florida,7.52,177.10001,10,4.4,63.2
2001,Georgia,7.52,177.10001,11,4.1,68.4
2001,Hawaii,7.6700001,177.10001,12,4.3,67
2001,Idaho,7.52,177.10001,13,5.1,70
2001,Illinois,7.52,177.10001,14,5.4,68.6
2001,Indiana,7.52,177.10001,15,4.2,67.9
2001,Iowa,7.52,177.10001,16,3.3,71.9
2001,Kansas,7.52,177.10001,17,4.3,69.4
2001,Kentucky,7.52,177.10001,18,5.2,62.9
2001,Louisiana,7.52,177.10001,19,5.6,61.5
2001,Maine,7.52,177.10001,20,3.8,67.2
2001,Maryland,7.52,177.10001,21,4.2,70
2001,Massachusetts,9.8599997,177.10001,22,3.8,68.1
2001,Michigan,7.52,177.10001,23,5.2,67.8
2001,Minnesota,7.52,177.10001,24,3.8,75.3
2001,Mississippi,7.52,177.10001,25,5.5,61.5
2001,Missouri,7.52,177.10001,26,4.5,69.9
2001,Montana,7.52,177.10001,27,4.6,67.1
2001,Nebraska,7.52,177.10001,28,3.2,73.2
2001,Nevada,7.52,177.10001,29,5.2,70.5
2001,New Hampshire,7.52,177.10001,30,3.4,71.7
2001,New Jersey,7.52,177.10001,31,4.2,66.2
2001,New Mexico,7.52,177.10001,32,5,63.2
2001,New York,7.52,177.10001,33,4.9,62.3
2001,North Carolina,7.52,177.10001,34,5.6,67.6
2001,North Dakota,7.52,177.10001,35,2.8,70.7
2001,Ohio,7.52,177.10001,36,4.4,67.2
2001,Oklahoma,7.52,177.10001,37,3.6,64.5
2001,Oregon,9.4899998,177.10001,38,6.4,67.7
2001,Pennsylvania,7.52,177.10001,39,4.8,64.9
2001,Rhode Island,8.9799995,177.10001,40,4.4,66.1
2001,South Carolina,7.52,177.10001,41,5.3,63.4
2001,South Dakota,7.52,177.10001,42,3,73
2001,Tennessee,7.52,177.10001,43,4.5,64.9
2001,Texas,7.52,177.10001,44,5,68
2001,Utah,7.52,177.10001,45,4.4,71.8
2001,Vermont,9.1300001,177.10001,46,3.3,70.6
2001,Virginia,7.52,177.10001,47,3.3,68.4
2001,Washington,9.8100004,177.10001,48,6,68.1
2001,West Virginia,7.52,177.10001,49,5.4,55.8
2001,Wisconsin,7.52,177.10001,50,4.4,73.1
2001,Wyoming,7.52,177.10001,51,3.8,71.5
2002,Alabama,7.4000001,179.89999,1,5.9,62.1
2002,Alaska,8.1199999,179.89999,2,7.2,72.4
2002,Arizona,7.4000001,179.89999,3,6.1,66
2002,Arkansas,7.4000001,179.89999,4,5.3,62.2
2002,California,9.71,179.89999,5,6.8,66.6
2002,Colorado,7.4000001,179.89999,6,5.7,71.9
2002,Connecticut,9.6300001,179.89999,7,4.4,67.5
2002,Delaware,8.8400002,179.89999,8,4.3,68.1
2002,District of Columbia,8.8400002,179.89999,9,7,66.9
2002,Florida,7.4000001,179.89999,10,5,62
2002,Georgia,7.4000001,179.89999,11,5.3,68.4
2002,Hawaii,8.2700005,179.89999,12,4.1,65.8
2002,Idaho,7.4000001,179.89999,13,5.6,69.4
2002,Illinois,7.4000001,179.89999,14,6.6,67
2002,Indiana,7.4000001,179.89999,15,5.2,67.9
2002,Iowa,7.4000001,179.89999,16,4,72.5
2002,Kansas,7.4000001,179.89999,17,5.1,70
2002,Kentucky,7.4000001,179.89999,18,5.8,62.2
2002,Louisiana,7.4000001,179.89999,19,6,60.9
2002,Maine,8.2700005,179.89999,20,4.5,66.8
2002,Maryland,7.4000001,179.89999,21,4.8,69.9
2002,Massachusetts,9.71,179.89999,22,5.2,68.6
2002,Michigan,7.4000001,179.89999,23,6.2,66.1
2002,Minnesota,7.4000001,179.89999,24,4.5,75.2
2002,Mississippi,7.4000001,179.89999,25,6.4,61.1
2002,Missouri,7.4000001,179.89999,26,5.3,69.2
2002,Montana,7.4000001,179.89999,27,4.6,66.6
2002,Nebraska,7.4000001,179.89999,28,3.7,73.4
2002,Nevada,7.4000001,179.89999,29,5.7,69.4
2002,New Hampshire,7.4000001,179.89999,30,4.5,71.5
2002,New Jersey,7.4000001,179.89999,31,5.8,66.5
2002,New Mexico,7.4000001,179.89999,32,5.5,63.1
2002,New York,7.4000001,179.89999,33,6.2,63.1
2002,North Carolina,7.4000001,179.89999,34,6.9,67
2002,North Dakota,7.4000001,179.89999,35,3.4,70.7
2002,Ohio,7.4000001,179.89999,36,5.8,66.9
2002,Oklahoma,7.4000001,179.89999,37,4.6,64.6
2002,Oregon,9.3500004,179.89999,38,7.5,67.4
2002,Pennsylvania,7.4000001,179.89999,39,5.5,65
2002,Rhode Island,8.8400002,179.89999,40,5.1,66.5
2002,South Carolina,7.4000001,179.89999,41,6.4,63.1
2002,South Dakota,7.4000001,179.89999,42,3.2,73
2002,Tennessee,7.4000001,179.89999,43,5.1,65.2
2002,Texas,7.4000001,179.89999,44,6.4,68.1
2002,Utah,7.4000001,179.89999,45,5.7,71.2
2002,Vermont,8.9899998,179.89999,46,3.8,71
2002,Virginia,7.4000001,179.89999,47,4.4,68.6
2002,Washington,9.9200001,179.89999,48,7.1,67.4
2002,West Virginia,7.4000001,179.89999,49,6.5,55.9
2002,Wisconsin,7.4000001,179.89999,50,5.3,72.4
2002,Wyoming,7.4000001,179.89999,51,4,71
2003,Alabama,7.2399998,184,1,6,62.2
2003,Alaska,10.05,184,2,7.7,72.2
2003,Arizona,7.2399998,184,3,5.8,65.4
2003,Arkansas,7.2399998,184,4,5.8,62
2003,California,9.4899998,184,5,6.9,65.9
2003,Colorado,7.2399998,184,6,6.1,72.1
2003,Connecticut,9.6999998,184,7,5.5,67.4
2003,Delaware,8.6499996,184,8,4.5,66.8
2003,District of Columbia,8.6499996,184,9,7.3,66.9
2003,Florida,7.2399998,184,10,4.5,61.3
